20250623100010470,3,Small,Unknown
20250623100010469,2,Small,Unknown
20250623100010468,7,Big,Unknown
20250623100010467,9,Big,Unknown
20250623100010466,9,Big,Unknown
20250623100010465,9,Big,Unknown
20250623100010464,8,Big,Unknown
20250623100010463,9,Big,Unknown
20250623100010462,0,Small,Unknown
20250623100010461,0,Small,Unknown
20250623100010471,5,Big,Unknown
20250623100010472,9,Big,Unknown
20250623100010473,1,Small,Unknown
20250623100010474,5,Big,Unknown
20250623100010476,3,Small,Unknown
20250623100010475,3,Small,Unknown
20250623100010477,6,Big,Unknown
20250623100010478,3,Small,Unknown
20250623100010479,2,Small,Unknown
20250623100010480,2,Small,Unknown
20250623100010481,8,Big,Unknown
20250623100010482,6,Big,Unknown
20250623100010483,6,Big,Unknown
20250623100010485,6,Big,Unknown
20250623100010484,9,Big,Unknown
20250623100010486,5,Big,Unknown
20250623100010487,7,Big,Unknown
20250623100010488,9,Big,Unknown
20250623100010489,7,Big,Unknown
20250623100010490,4,Small,Unknown
20250623100010491,9,Big,Unknown
20250623100010492,1,Small,Unknown
20250623100010494,6,Big,Unknown
20250623100010493,8,Big,Unknown
20250623100010495,1,Small,Unknown
20250623100010496,6,Big,Unknown
20250623100010497,6,Big,Unknown
20250623100010498,6,Big,Unknown
20250623100010499,8,Big,Unknown
20250623100010500,3,Small,Unknown
20250623100010501,7,Big,Unknown
20250623100010503,9,Big,Unknown
20250623100010502,4,Small,Unknown
20250623100010504,0,Small,Unknown
20250623100010505,0,Small,Unknown
20250623100010506,3,Small,Unknown
20250623100010507,9,Big,Unknown
20250623100010508,3,Small,Unknown
20250623100010509,1,Small,Unknown
20250623100010510,1,Small,Unknown
20250623100010511,2,Small,Unknown
20250623100010513,0,Small,Unknown
20250623100010512,3,Small,Unknown
20250623100010514,1,Small,Unknown
20250623100010515,2,Small,Unknown
20250623100010516,8,Big,Unknown
20250623100010517,3,Small,Unknown
20250623100010518,4,Small,Unknown
20250623100010519,1,Small,Unknown
20250623100010520,3,Small,Unknown
20250623100010522,2,Small,Unknown
20250623100010521,8,Big,Unknown
20250623100010523,4,Small,Unknown
20250623100010524,2,Small,Unknown
20250623100010525,2,Small,Unknown
20250623100010526,0,Small,Unknown
20250623100010527,5,Big,Unknown
20250623100010528,2,Small,Unknown
20250623100010529,3,Small,Unknown
20250623100010531,2,Small,Unknown
20250623100010530,6,Big,Unknown
20250623100010532,9,Big,Unknown
20250623100010533,2,Small,Unknown
20250623100010534,9,Big,Unknown
20250623100010535,0,Small,Unknown
20250623100010536,7,Big,Unknown
20250623100010537,5,Big,Unknown
20250623100010539,5,Big,Unknown
20250623100010538,3,Small,Unknown
20250623100010540,3,Small,Unknown
20250623100010541,6,Big,Unknown
20250623100010542,0,Small,Unknown
20250623100010543,0,Small,Unknown
20250623100010544,0,Small,Unknown
20250623100010545,6,Big,Unknown
20250623100010546,6,Big,Unknown
20250623100010548,8,Big,Unknown
20250623100010547,0,Small,Unknown
20250623100010549,5,Big,Unknown
20250623100010550,9,Big,Unknown
20250623100010551,1,Small,Unknown
20250623100010552,8,Big,Unknown
20250623100010553,3,Small,Unknown
20250623100010554,7,Big,Unknown
20250623100010555,3,Small,Unknown
20250623100010557,8,Big,Unknown
20250623100010556,7,Big,Unknown
20250623100010558,6,Big,Unknown
20250623100010559,8,Big,Unknown
20250623100010560,6,Big,Unknown
20250623100010561,7,Big,Unknown
20250623100010562,8,Big,Unknown
20250623100010563,4,Small,Unknown
20250623100010565,2,Small,Unknown
20250623100010564,2,Small,Unknown
20250623100010566,5,Big,Unknown
20250623100010567,3,Small,Unknown
20250623100010568,9,Big,Unknown
20250623100010569,2,Small,Unknown
20250623100010570,3,Small,Unknown
20250623100010571,8,Big,Unknown
20250623100010572,8,Big,Unknown
20250623100010574,0,Small,Unknown
20250623100010573,3,Small,Unknown
20250623100010575,6,Big,Unknown
20250623100010576,8,Big,Unknown
20250623100010577,7,Big,Unknown
20250623100010578,0,Small,Unknown
20250623100010579,2,Small,Unknown
20250623100010580,8,Big,Unknown
20250623100010582,8,Big,Unknown
20250623100010581,5,Big,Unknown
20250623100010583,7,Big,Unknown
20250623100010584,3,Small,Unknown
20250623100010585,4,Small,Unknown
20250623100010586,4,Small,Unknown
20250623100010587,8,Big,Unknown
20250623100010588,7,Big,Unknown
20250623100010590,2,Small,Unknown
20250623100010589,5,Big,Unknown
20250623100010591,4,Small,Unknown
20250623100010592,5,Big,Unknown
20250623100010593,3,Small,Unknown
20250623100010594,3,Small,Unknown
20250623100010595,5,Big,Unknown
20250623100010596,0,Small,Unknown
20250623100010597,4,Small,Unknown
20250623100010599,0,Small,Unknown
20250623100010598,7,Big,Unknown
20250623100010600,8,Big,Unknown
20250623100010601,6,Big,Unknown
20250623100010602,1,Small,Unknown
20250623100010603,9,Big,Unknown
20250623100010604,0,Small,Unknown
20250623100010605,7,Big,Unknown
20250623100010607,3,Small,Unknown
20250623100010606,0,Small,Unknown
20250623100010608,3,Small,Unknown
20250623100010609,6,Big,Unknown
20250623100010610,2,Small,Unknown
20250623100010611,2,Small,Unknown
20250623100010612,7,Big,Unknown
20250623100010613,6,Big,Unknown
20250623100010617,1,Small,Unknown
20250623100010616,4,Small,Unknown
20250623100010615,7,Big,Unknown
20250623100010614,4,Small,Unknown
20250623100010618,9,Big,Unknown
20250623100010619,9,Big,Unknown
20250623100010621,6,Big,Unknown
20250623100010620,8,Big,Unknown
20250623100010622,0,Small,Unknown
20250623100010623,9,Big,Unknown
20250623100010624,2,Small,Unknown
20250623100010625,4,Small,Unknown
20250623100010626,3,Small,Unknown
20250623100010627,3,Small,Unknown
20250623100010629,6,Big,Unknown
20250623100010628,9,Big,Unknown
20250623100010630,7,Big,Unknown
20250623100010631,9,Big,Unknown
20250623100010632,2,Small,Unknown
20250623100010633,5,Big,Unknown
